Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
MDG_Developing regions,1999,All genders,15-24 year olds,Percent,85.10338158
MDG_Developing regions,1999,Male,15-24 year olds,Percent,88.88520145
MDG_Developing regions,1999,Female,15-24 year olds,Percent,81.23530408
MDG_Developing regions,1998,Female,15-24 year olds,Percent,81.23530408
MDG_Developing regions,1998,Male,15-24 year olds,Percent,88.88520145
MDG_Developing regions,1998,All genders,15-24 year olds,Percent,85.10338158
MDG_Developing regions,1997,All genders,15-24 year olds,Percent,85.10338158
MDG_Developing regions,1997,Male,15-24 year olds,Percent,88.88520145
MDG_Developing regions,1997,Female,15-24 year olds,Percent,81.23530408
MDG_Developing regions,1996,Male,15-24 year olds,Percent,88.88520145
MDG_Developing regions,1996,All genders,15-24 year olds,Percent,85.10338158
MDG_Developing regions,1996,Female,15-24 year olds,Percent,81.23530408
MDG_Developing regions,1995,Female,15-24 year olds,Percent,81.23530408
MDG_Developing regions,1995,All genders,15-24 year olds,Percent,85.10338158
MDG_Developing regions,1995,Male,15-24 year olds,Percent,88.88520145
MDG_Developing regions,1994,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1994,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1994,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1993,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1993,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1993,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1992,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1992,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1992,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1991,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1991,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1991,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1990,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1990,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1990,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1989,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1989,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1989,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1988,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1988,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1988,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1987,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1987,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1987,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1986,Female,15-24 year olds,Percent,74.45604452
MDG_Developing regions,1986,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1986,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1985,All genders,15-24 year olds,Percent,80.00656962
MDG_Developing regions,1985,Male,15-24 year olds,Percent,85.41979536
MDG_Developing regions,1985,Female,15-24 year olds,Percent,74.45604452
MDG_Eastern Asia,2014,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2014,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2014,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2012,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2012,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2012,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2011,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2011,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2011,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2010,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2010,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2010,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2009,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2009,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2009,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2008,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2008,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2008,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2007,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2007,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2007,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2006,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2006,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2006,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2005,Male,15-24 year olds,Percent,99.69748582
MDG_Eastern Asia,2005,All genders,15-24 year olds,Percent,99.65353296
MDG_Eastern Asia,2005,Female,15-24 year olds,Percent,99.60792103
MDG_Eastern Asia,2004,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,2004,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,2004,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,2003,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,2003,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,2003,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,2002,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,2002,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,2002,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,2001,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,2001,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,2001,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,2000,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,2000,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,2000,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1999,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,1999,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,1999,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1998,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,1998,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,1998,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1997,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1997,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,1997,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,1996,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,1996,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1996,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,1995,Male,15-24 year olds,Percent,99.23350137
MDG_Eastern Asia,1995,All genders,15-24 year olds,Percent,98.91466006
MDG_Eastern Asia,1995,Female,15-24 year olds,Percent,98.58258943
MDG_Eastern Asia,1994,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1994,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1994,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1993,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1993,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1993,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1992,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1992,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1992,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1991,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1991,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1991,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1990,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1990,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1990,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1989,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1989,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1989,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1988,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1988,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1988,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1987,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1987,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1987,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1986,All genders,15-24 year olds,Percent,94.58040997
MDG_Eastern Asia,1986,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1986,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1985,Male,15-24 year olds,Percent,97.13130534
MDG_Eastern Asia,1985,Female,15-24 year olds,Percent,91.90710371
MDG_Eastern Asia,1985,All genders,15-24 year olds,Percent,94.58040997
MDG_Landlocked developing countries,2014,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2014,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2014,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2012,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2012,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2012,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2011,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2011,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2011,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2010,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2010,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2010,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2009,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2009,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2009,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2008,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2008,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2008,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2007,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2007,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2007,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2006,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2006,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2006,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2005,All genders,15-24 year olds,Percent,72.85174144
MDG_Landlocked developing countries,2005,Female,15-24 year olds,Percent,68.5140591
MDG_Landlocked developing countries,2005,Male,15-24 year olds,Percent,77.55541072
MDG_Landlocked developing countries,2004,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,2004,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,2004,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,2003,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,2003,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,2003,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,2002,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,2002,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,2002,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,2001,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,2001,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,2001,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,2000,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,2000,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,2000,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1999,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1999,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,1999,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,1998,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,1998,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,1998,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1997,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1997,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,1997,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,1996,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,1996,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,1996,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1995,All genders,15-24 year olds,Percent,69.09113561
MDG_Landlocked developing countries,1995,Female,15-24 year olds,Percent,63.21516159
MDG_Landlocked developing countries,1995,Male,15-24 year olds,Percent,75.62083549
MDG_Landlocked developing countries,1994,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1994,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1994,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1993,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1993,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1993,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1992,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1992,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1992,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1991,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1991,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1991,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1990,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1990,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1990,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1989,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1989,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1989,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1988,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1988,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1988,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1987,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1987,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1987,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1986,Female,15-24 year olds,Percent,57.82320105
MDG_Landlocked developing countries,1986,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1986,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1985,All genders,15-24 year olds,Percent,63.51774937
MDG_Landlocked developing countries,1985,Male,15-24 year olds,Percent,69.46750841
MDG_Landlocked developing countries,1985,Female,15-24 year olds,Percent,57.82320105
MDG_Latin America,2014,Female,15-24 year olds,Percent,98.52948028
MDG_Latin America,2014,Male,15-24 year olds,Percent,98.08749084
MDG_Latin America,2014,All genders,15-24 year olds,Percent,98.305683
MDG_Latin America,2012,All genders,15-24 year olds,Percent,98.305683
MDG_Latin America,2012,Female,15-24 year olds,Percent,98.52948028
MDG_Latin America,2012,Male,15-24 year olds,Percent,98.08749084
MDG_Latin America,2011,Male,15-24 year olds,Percent,98.08749084
MDG_Latin America,2011,Female,15-24 year olds,Percent,98.52948028
MDG_Latin America,2011,All genders,15-24 year olds,Percent,98.305683
